original_index,imageid,predicted_category,true_category,predicted_category_name,true_category_name
1217,img_1217,2060,50,Décoration,Accessoires gaming
1218,img_1218,2280,2522,Journaux et revues occasion,Fournitures papeterie
1219,img_1219,1281,1140,Jeux enfant,Objets pop culture
1221,img_1221,2582,2583,Mobilier et accessoires de jardin,Piscine et accessoires
1223,img_1223,2280,10,Journaux et revues occasion,Livres occasion
1224,img_1224,1302,2583,Jeux et accessoires de plein air,Piscine et accessoires
1237,img_1237,1320,1301,Puériculture,Lingerie enfant et jeu de bar
1239,img_1239,2060,2280,Décoration,Journaux et revues occasion
1241,img_1241,10,2522,Livres occasion,Fournitures papeterie
1243,img_1243,2583,2060,Piscine et accessoires,Décoration
1247,img_1247,40,10,Jeux consoles neuf,Livres occasion
1251,img_1251,1320,2583,Puériculture,Piscine et accessoires
1252,img_1252,1140,2060,Objets pop culture,Décoration
1255,img_1255,2060,2583,Décoration,Piscine et accessoires
1256,img_1256,40,2403,Jeux consoles neuf,Lots livres et magazines
1257,img_1257,1940,1280,Épicerie,Jouets enfant
1259,img_1259,10,2522,Livres occasion,Fournitures papeterie
1263,img_1263,2280,10,Journaux et revues occasion,Livres occasion
1270,img_1270,1280,1281,Jouets enfant,Jeux enfant
1271,img_1271,1560,1320,Mobilier,Puériculture
1276,img_1276,2583,1320,Piscine et accessoires,Puériculture
1278,img_1278,1302,1301,Jeux et accessoires de plein air,Lingerie enfant et jeu de bar
1280,img_1280,1560,1920,Mobilier,Linge de maison
1281,img_1281,1302,40,Jeux et accessoires de plein air,Jeux consoles neuf
1287,img_1287,10,2522,Livres occasion,Fournitures papeterie
1288,img_1288,1302,50,Jeux et accessoires de plein air,Accessoires gaming
1289,img_1289,1280,2522,Jouets enfant,Fournitures papeterie
1292,img_1292,1280,2583,Jouets enfant,Piscine et accessoires
1300,img_1300,1302,1140,Jeux et accessoires de plein air,Objets pop culture
1308,img_1308,2060,1920,Décoration,Linge de maison
1310,img_1310,1302,1940,Jeux et accessoires de plein air,Épicerie
1312,img_1312,1300,1280,Modélisme,Jouets enfant
1313,img_1313,2583,2585,Piscine et accessoires,Outillage de jardin
1314,img_1314,2583,1280,Piscine et accessoires,Jouets enfant
1315,img_1315,1320,2583,Puériculture,Piscine et accessoires
1317,img_1317,1140,1280,Objets pop culture,Jouets enfant
1318,img_1318,2403,2462,Lots livres et magazines,Console et Jeux vidéos occasion
1320,img_1320,1560,1302,Mobilier,Jeux et accessoires de plein air
1321,img_1321,1560,2060,Mobilier,Décoration
1323,img_1323,60,50,Consoles de jeux,Accessoires gaming
1331,img_1331,2905,10,Jeux PC en téléchargement,Livres occasion
1333,img_1333,1281,40,Jeux enfant,Jeux consoles neuf
1335,img_1335,40,2905,Jeux consoles neuf,Jeux PC en téléchargement
1337,img_1337,2585,2583,Outillage de jardin,Piscine et accessoires
1340,img_1340,1940,1280,Épicerie,Jouets enfant
1341,img_1341,2403,10,Lots livres et magazines,Livres occasion
1343,img_1343,1302,1280,Jeux et accessoires de plein air,Jouets enfant
1345,img_1345,2060,1280,Décoration,Jouets enfant
1346,img_1346,2462,50,Console et Jeux vidéos occasion,Accessoires gaming
1349,img_1349,2583,2522,Piscine et accessoires,Fournitures papeterie
1351,img_1351,1301,2583,Lingerie enfant et jeu de bar,Piscine et accessoires
1352,img_1352,1140,1302,Objets pop culture,Jeux et accessoires de plein air
1353,img_1353,2582,2060,Mobilier et accessoires de jardin,Décoration
1355,img_1355,1140,2583,Objets pop culture,Piscine et accessoires
1357,img_1357,1560,2060,Mobilier,Décoration
1358,img_1358,2060,2585,Décoration,Outillage de jardin
1359,img_1359,1300,2583,Modélisme,Piscine et accessoires
1363,img_1363,10,2403,Livres occasion,Lots livres et magazines
1365,img_1365,2060,1302,Décoration,Jeux et accessoires de plein air
1367,img_1367,2582,2583,Mobilier et accessoires de jardin,Piscine et accessoires
1369,img_1369,1302,2522,Jeux et accessoires de plein air,Fournitures papeterie
1371,img_1371,1302,2522,Jeux et accessoires de plein air,Fournitures papeterie
1387,img_1387,2060,2522,Décoration,Fournitures papeterie
1388,img_1388,50,2522,Accessoires gaming,Fournitures papeterie
1389,img_1389,10,2705,Livres occasion,Livres neufs
1392,img_1392,50,2060,Accessoires gaming,Décoration
1403,img_1403,1560,1300,Mobilier,Modélisme
1405,img_1405,1320,40,Puériculture,Jeux consoles neuf
1406,img_1406,2060,2585,Décoration,Outillage de jardin
1407,img_1407,50,1280,Accessoires gaming,Jouets enfant
1408,img_1408,2060,2582,Décoration,Mobilier et accessoires de jardin
1410,img_1410,2060,1320,Décoration,Puériculture
1411,img_1411,2583,2060,Piscine et accessoires,Décoration
1413,img_1413,2582,10,Mobilier et accessoires de jardin,Livres occasion
1414,img_1414,2403,2280,Lots livres et magazines,Journaux et revues occasion
1416,img_1416,2582,1920,Mobilier et accessoires de jardin,Linge de maison
1417,img_1417,2403,40,Lots livres et magazines,Jeux consoles neuf
1421,img_1421,2522,50,Fournitures papeterie,Accessoires gaming
1425,img_1425,1281,1320,Jeux enfant,Puériculture
1426,img_1426,40,1281,Jeux consoles neuf,Jeux enfant
1427,img_1427,2403,10,Lots livres et magazines,Livres occasion
1429,img_1429,10,2280,Livres occasion,Journaux et revues occasion
1432,img_1432,1280,1320,Jouets enfant,Puériculture
1434,img_1434,1160,2462,Cartes de jeux,Console et Jeux vidéos occasion
1435,img_1435,2582,1280,Mobilier et accessoires de jardin,Jouets enfant
1436,img_1436,2705,10,Livres neufs,Livres occasion
1437,img_1437,2585,2582,Outillage de jardin,Mobilier et accessoires de jardin
1438,img_1438,1281,2220,Jeux enfant,Animalerie
1443,img_1443,1320,2060,Puériculture,Décoration
1444,img_1444,1280,1320,Jouets enfant,Puériculture
1446,img_1446,2060,10,Décoration,Livres occasion
1450,img_1450,2522,1140,Fournitures papeterie,Objets pop culture
1451,img_1451,10,2705,Livres occasion,Livres neufs
1456,img_1456,2705,1281,Livres neufs,Jeux enfant
1460,img_1460,2522,50,Fournitures papeterie,Accessoires gaming
1461,img_1461,2583,50,Piscine et accessoires,Accessoires gaming
1468,img_1468,1280,1302,Jouets enfant,Jeux et accessoires de plein air
1473,img_1473,1300,2522,Modélisme,Fournitures papeterie
1476,img_1476,2522,1560,Fournitures papeterie,Mobilier
1477,img_1477,1281,1280,Jeux enfant,Jouets enfant
1478,img_1478,2403,1160,Lots livres et magazines,Cartes de jeux
1480,img_1480,10,2705,Livres occasion,Livres neufs
1485,img_1485,1320,1280,Puériculture,Jouets enfant
1486,img_1486,40,2522,Jeux consoles neuf,Fournitures papeterie
1489,img_1489,40,1140,Jeux consoles neuf,Objets pop culture
1490,img_1490,1281,1920,Jeux enfant,Linge de maison
1492,img_1492,1302,1281,Jeux et accessoires de plein air,Jeux enfant
1493,img_1493,1302,1140,Jeux et accessoires de plein air,Objets pop culture
1494,img_1494,1140,1280,Objets pop culture,Jouets enfant
1495,img_1495,1280,1320,Jouets enfant,Puériculture
1497,img_1497,10,2280,Livres occasion,Journaux et revues occasion
1499,img_1499,2583,2060,Piscine et accessoires,Décoration
1502,img_1502,1300,1280,Modélisme,Jouets enfant
1507,img_1507,2403,2280,Lots livres et magazines,Journaux et revues occasion
1511,img_1511,2280,2403,Journaux et revues occasion,Lots livres et magazines
1521,img_1521,2585,2582,Outillage de jardin,Mobilier et accessoires de jardin
1524,img_1524,2905,2280,Jeux PC en téléchargement,Journaux et revues occasion
1528,img_1528,1140,1320,Objets pop culture,Puériculture
1529,img_1529,2585,1320,Outillage de jardin,Puériculture
1531,img_1531,1300,1280,Modélisme,Jouets enfant
1536,img_1536,2585,2583,Outillage de jardin,Piscine et accessoires
1537,img_1537,2060,1560,Décoration,Mobilier
1540,img_1540,2522,2060,Fournitures papeterie,Décoration
1541,img_1541,2060,1320,Décoration,Puériculture
1542,img_1542,2403,10,Lots livres et magazines,Livres occasion
1543,img_1543,2705,2280,Livres neufs,Journaux et revues occasion
1547,img_1547,40,1281,Jeux consoles neuf,Jeux enfant
1548,img_1548,10,2705,Livres occasion,Livres neufs
1549,img_1549,2060,1281,Décoration,Jeux enfant
1555,img_1555,1302,2060,Jeux et accessoires de plein air,Décoration
1559,img_1559,1300,1140,Modélisme,Objets pop culture
1561,img_1561,40,2462,Jeux consoles neuf,Console et Jeux vidéos occasion
1563,img_1563,2060,1300,Décoration,Modélisme
1564,img_1564,1302,1300,Jeux et accessoires de plein air,Modélisme
1567,img_1567,1280,1320,Jouets enfant,Puériculture
1573,img_1573,2403,1320,Lots livres et magazines,Puériculture
1580,img_1580,1302,2583,Jeux et accessoires de plein air,Piscine et accessoires
1582,img_1582,1320,2583,Puériculture,Piscine et accessoires
1585,img_1585,1560,2582,Mobilier,Mobilier et accessoires de jardin
1586,img_1586,10,2522,Livres occasion,Fournitures papeterie
1589,img_1589,1302,1280,Jeux et accessoires de plein air,Jouets enfant
1591,img_1591,2585,2583,Outillage de jardin,Piscine et accessoires
1592,img_1592,2280,10,Journaux et revues occasion,Livres occasion
1595,img_1595,2060,1560,Décoration,Mobilier
1597,img_1597,1140,2060,Objets pop culture,Décoration
1598,img_1598,2462,1280,Console et Jeux vidéos occasion,Jouets enfant
1601,img_1601,2583,2585,Piscine et accessoires,Outillage de jardin
1606,img_1606,1140,2060,Objets pop culture,Décoration
1607,img_1607,2462,1300,Console et Jeux vidéos occasion,Modélisme
1613,img_1613,1302,2585,Jeux et accessoires de plein air,Outillage de jardin
1614,img_1614,2522,2585,Fournitures papeterie,Outillage de jardin
1621,img_1621,1281,1302,Jeux enfant,Jeux et accessoires de plein air
1622,img_1622,1281,1280,Jeux enfant,Jouets enfant
1625,img_1625,1301,2522,Lingerie enfant et jeu de bar,Fournitures papeterie
1630,img_1630,1281,1300,Jeux enfant,Modélisme
1634,img_1634,2462,2403,Console et Jeux vidéos occasion,Lots livres et magazines
1635,img_1635,2585,1301,Outillage de jardin,Lingerie enfant et jeu de bar
1637,img_1637,2583,1280,Piscine et accessoires,Jouets enfant
1638,img_1638,2280,2403,Journaux et revues occasion,Lots livres et magazines
1642,img_1642,1280,2060,Jouets enfant,Décoration
1643,img_1643,10,2280,Livres occasion,Journaux et revues occasion
1646,img_1646,2583,2585,Piscine et accessoires,Outillage de jardin
1652,img_1652,1140,50,Objets pop culture,Accessoires gaming
1657,img_1657,2462,2522,Console et Jeux vidéos occasion,Fournitures papeterie
1659,img_1659,1280,1560,Jouets enfant,Mobilier
1664,img_1664,2462,1300,Console et Jeux vidéos occasion,Modélisme
1665,img_1665,2705,10,Livres neufs,Livres occasion
1667,img_1667,1280,1140,Jouets enfant,Objets pop culture
1669,img_1669,2060,1920,Décoration,Linge de maison
1673,img_1673,40,1280,Jeux consoles neuf,Jouets enfant
1675,img_1675,1160,2403,Cartes de jeux,Lots livres et magazines
1679,img_1679,10,2403,Livres occasion,Lots livres et magazines
1680,img_1680,1281,1140,Jeux enfant,Objets pop culture
1681,img_1681,2585,2220,Outillage de jardin,Animalerie
1682,img_1682,2705,10,Livres neufs,Livres occasion
1683,img_1683,1280,2060,Jouets enfant,Décoration
1690,img_1690,2280,1280,Journaux et revues occasion,Jouets enfant
1698,img_1698,2522,2583,Fournitures papeterie,Piscine et accessoires
1702,img_1702,2705,40,Livres neufs,Jeux consoles neuf
1705,img_1705,2522,50,Fournitures papeterie,Accessoires gaming
1708,img_1708,1320,2583,Puériculture,Piscine et accessoires
1714,img_1714,1281,1280,Jeux enfant,Jouets enfant
1715,img_1715,2280,2403,Journaux et revues occasion,Lots livres et magazines
1716,img_1716,2060,1560,Décoration,Mobilier
1720,img_1720,1920,2060,Linge de maison,Décoration
1721,img_1721,1302,1280,Jeux et accessoires de plein air,Jouets enfant
1722,img_1722,1320,2583,Puériculture,Piscine et accessoires
1723,img_1723,2403,2280,Lots livres et magazines,Journaux et revues occasion
1725,img_1725,50,2583,Accessoires gaming,Piscine et accessoires
1728,img_1728,2403,40,Lots livres et magazines,Jeux consoles neuf
1732,img_1732,1302,1280,Jeux et accessoires de plein air,Jouets enfant
1737,img_1737,1300,1280,Modélisme,Jouets enfant
1738,img_1738,10,2280,Livres occasion,Journaux et revues occasion
1743,img_1743,2060,1280,Décoration,Jouets enfant
1744,img_1744,2403,10,Lots livres et magazines,Livres occasion
1745,img_1745,2522,1280,Fournitures papeterie,Jouets enfant
1746,img_1746,1140,1280,Objets pop culture,Jouets enfant
1748,img_1748,2705,2280,Livres neufs,Journaux et revues occasion
1750,img_1750,10,2280,Livres occasion,Journaux et revues occasion
1752,img_1752,2060,2582,Décoration,Mobilier et accessoires de jardin
1757,img_1757,1940,1280,Épicerie,Jouets enfant
1758,img_1758,2060,2585,Décoration,Outillage de jardin
1761,img_1761,1281,1320,Jeux enfant,Puériculture
1764,img_1764,2462,2522,Console et Jeux vidéos occasion,Fournitures papeterie
1773,img_1773,1300,1302,Modélisme,Jeux et accessoires de plein air
1776,img_1776,2522,1320,Fournitures papeterie,Puériculture
1781,img_1781,2060,2582,Décoration,Mobilier et accessoires de jardin
1788,img_1788,2280,1160,Journaux et revues occasion,Cartes de jeux
1793,img_1793,2060,1560,Décoration,Mobilier
1798,img_1798,2582,2060,Mobilier et accessoires de jardin,Décoration
1799,img_1799,1302,2583,Jeux et accessoires de plein air,Piscine et accessoires
1800,img_1800,1281,2522,Jeux enfant,Fournitures papeterie
1802,img_1802,2060,1281,Décoration,Jeux enfant
1806,img_1806,10,2280,Livres occasion,Journaux et revues occasion
1807,img_1807,2582,2522,Mobilier et accessoires de jardin,Fournitures papeterie
1808,img_1808,40,50,Jeux consoles neuf,Accessoires gaming
1810,img_1810,2585,1300,Outillage de jardin,Modélisme
1811,img_1811,2582,1300,Mobilier et accessoires de jardin,Modélisme
1812,img_1812,2403,1280,Lots livres et magazines,Jouets enfant
1814,img_1814,2585,1302,Outillage de jardin,Jeux et accessoires de plein air
1815,img_1815,1302,2583,Jeux et accessoires de plein air,Piscine et accessoires
1818,img_1818,2522,2060,Fournitures papeterie,Décoration
1820,img_1820,2403,2280,Lots livres et magazines,Journaux et revues occasion
1822,img_1822,50,2583,Accessoires gaming,Piscine et accessoires
1823,img_1823,2582,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
1826,img_1826,60,40,Consoles de jeux,Jeux consoles neuf
1827,img_1827,1280,1560,Jouets enfant,Mobilier
1829,img_1829,2280,50,Journaux et revues occasion,Accessoires gaming
1833,img_1833,1280,1300,Jouets enfant,Modélisme
1835,img_1835,1920,1560,Linge de maison,Mobilier
1840,img_1840,2585,2060,Outillage de jardin,Décoration
1843,img_1843,10,2403,Livres occasion,Lots livres et magazines
1846,img_1846,10,2705,Livres occasion,Livres neufs
1852,img_1852,1302,2522,Jeux et accessoires de plein air,Fournitures papeterie
1854,img_1854,2705,2583,Livres neufs,Piscine et accessoires
1857,img_1857,1280,1180,Jouets enfant,Jeux de rôle et figurines
1861,img_1861,1302,1300,Jeux et accessoires de plein air,Modélisme
1864,img_1864,1320,1280,Puériculture,Jouets enfant
1867,img_1867,2583,1280,Piscine et accessoires,Jouets enfant
1874,img_1874,2585,1300,Outillage de jardin,Modélisme
1877,img_1877,2705,2280,Livres neufs,Journaux et revues occasion
1878,img_1878,1281,1280,Jeux enfant,Jouets enfant
1883,img_1883,1320,1560,Puériculture,Mobilier
1889,img_1889,2280,40,Journaux et revues occasion,Jeux consoles neuf
1890,img_1890,1940,2220,Épicerie,Animalerie
1894,img_1894,1320,1280,Puériculture,Jouets enfant
1895,img_1895,1281,1920,Jeux enfant,Linge de maison
1896,img_1896,2060,2905,Décoration,Jeux PC en téléchargement
1900,img_1900,50,40,Accessoires gaming,Jeux consoles neuf
1902,img_1902,1320,1560,Puériculture,Mobilier
1903,img_1903,2220,1920,Animalerie,Linge de maison
1905,img_1905,2060,1320,Décoration,Puériculture
1906,img_1906,10,2705,Livres occasion,Livres neufs
1910,img_1910,2403,2462,Lots livres et magazines,Console et Jeux vidéos occasion
1915,img_1915,1560,2060,Mobilier,Décoration
1917,img_1917,2060,2582,Décoration,Mobilier et accessoires de jardin
1918,img_1918,2582,1560,Mobilier et accessoires de jardin,Mobilier
1922,img_1922,1320,2060,Puériculture,Décoration
1931,img_1931,2060,2583,Décoration,Piscine et accessoires
1934,img_1934,2582,1320,Mobilier et accessoires de jardin,Puériculture
1936,img_1936,2403,1280,Lots livres et magazines,Jouets enfant
1943,img_1943,1320,1280,Puériculture,Jouets enfant
1944,img_1944,1302,2060,Jeux et accessoires de plein air,Décoration
1946,img_1946,1140,2462,Objets pop culture,Console et Jeux vidéos occasion
1948,img_1948,2583,2585,Piscine et accessoires,Outillage de jardin
1949,img_1949,2060,1920,Décoration,Linge de maison
1951,img_1951,50,2585,Accessoires gaming,Outillage de jardin
1954,img_1954,1300,1280,Modélisme,Jouets enfant
1955,img_1955,2582,1560,Mobilier et accessoires de jardin,Mobilier
1957,img_1957,2403,1560,Lots livres et magazines,Mobilier
1958,img_1958,1300,1280,Modélisme,Jouets enfant
1961,img_1961,40,1160,Jeux consoles neuf,Cartes de jeux
1962,img_1962,2060,1560,Décoration,Mobilier
1964,img_1964,1160,60,Cartes de jeux,Consoles de jeux
1967,img_1967,1281,2522,Jeux enfant,Fournitures papeterie
1968,img_1968,50,1302,Accessoires gaming,Jeux et accessoires de plein air
1970,img_1970,2462,2583,Console et Jeux vidéos occasion,Piscine et accessoires
1976,img_1976,40,2585,Jeux consoles neuf,Outillage de jardin
1978,img_1978,1940,1320,Épicerie,Puériculture
1979,img_1979,2522,1320,Fournitures papeterie,Puériculture
